Company Name,Industry,Symbol,logo
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524715.png
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532733.png
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK590071.png
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500403.png
Sunteck Realty Ltd.,Realty,SUNTECK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK512179.png
Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532509.png
Supreme Industries Ltd.,Capital Goods,SUPREMEIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK509930.png
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543064.png
Suzlon Energy Ltd.,Capital Goods,SUZLON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532667.png
Swan Energy Ltd.,Realty,SWANENERGY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK503310.png
Symphony Ltd.,Consumer Durables,SYMPHONY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517385.png
Syngene International Ltd.,Healthcare,SYNGENE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539268.png
Syrma SGS Technology Ltd.,Capital Goods,SYRMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543573.png
TTK Prestige Ltd.,Consumer Durables,TTKPRESTIG.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517506.png
TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532800.png
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532343.png
Tanla Platforms Ltd.,Information Technology,TANLA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532790.png
Tata Chemicals Ltd.,Chemicals,TATACHEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500770.png
Tata Communications Ltd.,Telecommunication,TATACOMM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500483.png
Tata Consultancy Services Ltd.,Information Technology,TCS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532540.png
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500800.png
Tata Elxsi Ltd.,Information Technology,TATAELXSI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500408.png
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK501301.png
Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK570001.png
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500570.png
Tata Power Co. Ltd.,Power,TATAPOWER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500400.png
Tata Steel Ltd.,Metals & Mining,TATASTEEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500470.png
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532371.png
Teamlease Services Ltd.,Services,TEAMLEASE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539658.png
Tech Mahindra Ltd.,Information Technology,TECHM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532755.png
Tejas Networks Ltd.,Telecommunication,TEJASNET.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540595.png
The New India Assurance Company Ltd.,Financial Services,NIACL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540769.png
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500260.png
Thermax Ltd.,Capital Goods,THERMAX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500411.png
Timken India Ltd.,Capital Goods,TIMKEN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK522113.png
Titan Company Ltd.,Consumer Durables,TITAN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500114.png
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500420.png
Torrent Power Ltd.,Power,TORNTPOWER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532779.png
Trent Ltd.,Consumer Services,TRENT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500251.png
Trident Ltd.,Textiles,TRIDENT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK210969.png
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532356.png
Triveni Turbine Ltd.,Capital Goods,TRITURBINE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533655.png
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540762.png
UCO Bank,Financial Services,UCOBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532505.png
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532539.png
UPL Ltd.,Chemicals,UPL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK512070.png
UTI Asset Management Company Ltd.,Financial Services,UTIAMC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543238.png
Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542904.png
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532538.png
Union Bank of India,Financial Services,UNIONBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532477.png
United Breweries Ltd.,Fast Moving Consumer Goods,UBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532478.png
United Spirits Ltd.,Fast Moving Consumer Goods,MCDOWELL-N.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532432.png
Usha Martin Ltd.,Capital Goods,USHAMART.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517146.png
V-Guard Industries Ltd.,Consumer Durables,VGUARD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532953.png
V-Mart Retail Ltd.,Consumer Services,VMART.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534976.png
V.I.P. Industries Ltd.,Consumer Durables,VIPIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500097.png
Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532156.png
Vardhman Textiles Ltd.,Textiles,VTL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK502986.png
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541578.png
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540180.png
Vedant Fashions Ltd.,Consumer Services,MANYAVAR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543463.png
Vedanta Ltd.,Metals & Mining,VEDL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500295.png
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543350.png
Vinati Organics Ltd.,Chemicals,VINATIORGA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524200.png
Vodafone Idea Ltd.,Telecommunication,IDEA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532822.png
Voltas Ltd.,Consumer Durables,VOLTAS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500575.png
Welspun Corp Ltd.,Capital Goods,WELCORP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532144.png
Welspun Living Ltd.,Textiles,WELSPUNLIV.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK514162.png
Westlife Foodworld Ltd.,Consumer Services,WESTLIFE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK505533.png
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500238.png
Wipro Ltd.,Information Technology,WIPRO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK507685.png
Yes Bank Ltd.,Financial Services,YESBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532648.png
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533023.png
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK505537.png
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK504067.png
Zomato Ltd.,Consumer Services,ZOMATO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543320.png
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532321.png
Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531335.png
eClerx Services Ltd.,Services,ECLERX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532927.png
