Company Name,Industry,Symbol,logo
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK513599.png
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500104.png
Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500696.png
Hindustan Zinc Ltd.,Metals & Mining,HINDZINC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500188.png
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543187.png
Home First Finance Company India Ltd.,Financial Services,HOMEFIRST.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543259.png
Honeywell Automation India Ltd.,Capital Goods,HONAUT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517174.png
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540530.png
ICICI Bank Ltd.,Financial Services,ICICIBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532174.png
ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540716.png
ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540133.png
ICICI Securities Ltd.,Financial Services,ISEC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541179.png
IDBI Bank Ltd.,Financial Services,IDBI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500116.png
IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539437.png
IDFC Ltd.,Financial Services,IDFC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539437.png
IIFL Finance Ltd.,Financial Services,IIFL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532636.png
IRB Infrastructure Developers Ltd.,Construction,IRB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532947.png
IRCON International Ltd.,Construction,IRCON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541956.png
ITC Ltd.,Fast Moving Consumer Goods,ITC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500875.png
ITI Ltd.,Telecommunication,ITI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523610.png
India Cements Ltd.,Construction Materials,INDIACEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530005.png
Indiabulls Housing Finance Ltd.,Financial Services,IBULHSGFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK535789.png
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542726.png
Indian Bank,Financial Services,INDIANB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532388.png
Indian Energy Exchange Ltd.,Financial Services,IEX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540750.png
Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500850.png
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530965.png
Indian Overseas Bank,Financial Services,IOB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532388.png
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542830.png
Indian Railway Finance Corporation Ltd.,Financial Services,IRFC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543257.png
Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543258.png
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532514.png
Indus Towers Ltd.,Telecommunication,INDUSTOWER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534816.png
IndusInd Bank Ltd.,Financial Services,INDUSINDBK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532187.png
Infibeam Avenues Ltd.,Financial Services,INFIBEAM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539807.png
Info Edge (India) Ltd.,Consumer Services,NAUKRI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532777.png
Infosys Ltd.,Information Technology,INFY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500209.png
Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500210.png
Intellect Design Arena Ltd.,Information Technology,INTELLECT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK538835.png
InterGlobe Aviation Ltd.,Services,INDIGO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539448.png
Ipca Laboratories Ltd.,Healthcare,IPCALAB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524494.png
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500770.png
J.K. Cement Ltd.,Construction Materials,JKCEMENT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK509496.png
JBM Auto Ltd.,Automobile and Auto Components,JBMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532605.png
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500380.png
JK Paper Ltd.,Forest Materials,JKPAPER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532162.png
JM Financial Ltd.,Financial Services,JMFINANCIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523405.png
JSW Energy Ltd.,Power,JSWENERGY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533148.png
JSW Steel Ltd.,Metals & Mining,JSWSTEEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500228.png
Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK520051.png
Jindal Saw Ltd.,Capital Goods,JINDALSAW.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500378.png
Jindal Stainless Ltd.,Metals & Mining,JSL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532508.png
Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532286.png
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533155.png
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543271.png
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530019.png
Justdial Ltd.,Consumer Services,JUSTDIAL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540005.png
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532926.png
K.P.R. Mill Ltd.,Textiles,KPRMILL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500038.png
KEI Industries Ltd.,Capital Goods,KEI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517569.png
KNR Constructions Ltd.,Construction,KNRCON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532942.png
KPIT Technologies Ltd.,Information Technology,KPITTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542651.png
KRBL Ltd.,Fast Moving Consumer Goods,KRBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530813.png
KSB Ltd.,Capital Goods,KSB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500249.png
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500233.png
Kalpataru Projects International Ltd.,Construction,KPIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK522287.png
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543278.png
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500165.png
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK590003.png
Kaynes Technology India Ltd.,Capital Goods,KAYNES.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543664.png
Kec International Ltd.,Capital Goods,KEC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532714.png
Kfin Technologies Ltd.,Financial Services,KFINTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543720.png
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500247.png
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543308.png
L&T Finance Holdings Ltd.,Financial Services,L&TFH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533519.png
L&T Technology Services Ltd.,Information Technology,LTTS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540115.png
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500253.png
LTIMindtree Ltd.,Information Technology,LTIM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540005.png
Lakshmi Machine Works Ltd.,Capital Goods,LAXMIMACH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500252.png
Larsen & Toubro Ltd.,Construction,LT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500510.png
Latent View Analytics Ltd.,Information Technology,LATENTVIEW.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543398.png
Laurus Labs Ltd.,Healthcare,LAURUSLABS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540222.png
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543277.png
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541233.png
Life Insurance Corporation of India,Financial Services,LICI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543526.png
Linde India Ltd.,Chemicals,LINDEINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523457.png
Lupin Ltd.,Healthcare,LUPIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500257.png
Lux Industries Ltd.,Textiles,LUXIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539542.png
MMTC Ltd.,Services,MMTC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK513377.png
MRF Ltd.,Automobile and Auto Components,MRF.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500290.png
MTAR Technologies Ltd.,Capital Goods,MTARTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543270.png
Macrotech Developers Ltd.,Realty,LODHA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543287.png
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539957.png
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500520.png
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500520.png
Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533088.png
Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532313.png
Manappuram Finance Ltd.,Financial Services,MANAPPURAM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531213.png
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500109.png
Mankind Pharma Ltd.,Healthcare,MANKIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543904.png
Marico Ltd.,Fast Moving Consumer Goods,MARICO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531642.png
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532500.png
Mastek Ltd.,Information Technology,MASTEK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523704.png
Max Financial Services Ltd.,Financial Services,MFSL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500271.png
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543220.png
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543237.png
Medplus Health Services Ltd.,Consumer Services,MEDPLUS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543427.png
Metro Brands Ltd.,Consumer Durables,METROBRAND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543426.png
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542650.png
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK538962.png
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543498.png
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532892.png
MphasiS Ltd.,Information Technology,MPHASIS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK526299.png
Multi Commodity Exchange of India Ltd.,Financial Services,MCX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534091.png
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533398.png
NATCO Pharma Ltd.,Healthcare,NATCOPHARM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524816.png
NBCC (India) Ltd.,Construction,NBCC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534309.png
NCC Ltd.,Construction,NCC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500294.png
NHPC Ltd.,Power,NHPC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533098.png
NLC India Ltd.,Power,NLCINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK513683.png
NMDC Ltd.,Metals & Mining,NMDC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK526371.png
NMDC Steel Ltd.,Metals & Mining,NSLNISP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543768.png
NTPC Ltd.,Power,NTPC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532555.png
Narayana Hrudayalaya Ltd.,Healthcare,NH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539551.png
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532234.png
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532504.png
Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543280.png
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500790.png
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532798.png
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540767.png
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543334.png
Oberoi Realty Ltd.,Realty,OBEROIRLTY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533273.png
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530965.png
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530965.png
Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532439.png
One 97 Communications Ltd.,Financial Services,PAYTM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543396.png
Oracle Financial Services Software Ltd.,Information Technology,OFSS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532466.png
Orient Electric Ltd.,Consumer Durables,ORIENTELEC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541301.png
PB Fintech Ltd.,Financial Services,POLICYBZR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543390.png
PCBL Ltd.,Chemicals,PCBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK506590.png
PI Industries Ltd.,Chemicals,PIIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500331.png
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540173.png
PNC Infratech Ltd.,Construction,PNCINFRA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539150.png
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532689.png
Page Industries Ltd.,Textiles,PAGEIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532827.png
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500368.png
Persistent Systems Ltd.,Information Technology,PERSISTENT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533179.png
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532522.png
Pfizer Ltd.,Healthcare,PFIZER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500680.png
Phoenix Mills Ltd.,Realty,PHOENIXLTD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK503100.png
Pidilite Industries Ltd.,Chemicals,PIDILITIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500331.png
Piramal Enterprises Ltd.,Financial Services,PEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500302.png
Piramal Pharma Ltd.,Healthcare,PPLPHARMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543635.png
Poly Medicure Ltd.,Healthcare,POLYMED.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531768.png
Polycab India Ltd.,Capital Goods,POLYCAB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542652.png
Polyplex Corporation Ltd.,Capital Goods,POLYPLEX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524051.png
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524000.png
Power Finance Corporation Ltd.,Financial Services,PFC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532810.png
Power Grid Corporation of India Ltd.,Power,POWERGRID.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532898.png
Praj Industries Ltd.,Capital Goods,PRAJIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK522205.png
Prestige Estates Projects Ltd.,Realty,PRESTIGE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533274.png
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542907.png
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500338.png
Procter & Gamble Health Ltd.,Healthcare,PGHL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500459.png
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500459.png
Punjab National Bank,Financial Services,PNB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532461.png
Quess Corp Ltd.,Services,QUESS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539978.png
RBL Bank Ltd.,Financial Services,RBLBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540065.png
REC Ltd.,Financial Services,RECLTD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532955.png
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534076.png
RITES Ltd.,Construction,RITES.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541556.png
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532497.png
Rail Vikas Nigam Ltd.,Construction,RVNL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542649.png
Rain Industries Ltd,Chemicals,RAIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500339.png
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543524.png
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531500.png
Rallis India Ltd.,Chemicals,RALLIS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500355.png
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524230.png
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK520111.png
RattanIndia Enterprises Ltd.,Services,RTNINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534597.png
Raymond Ltd.,Textiles,RAYMOND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500330.png
Redington Ltd.,Services,REDINGTON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532805.png
Relaxo Footwears Ltd.,Consumer Durables,RELAXO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530517.png
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500325.png
Restaurant Brands Asia Ltd.,Consumer Services,RBA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543248.png
Rossari Biotech Ltd.,Chemicals,ROSSARI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543213.png
Route Mobile Ltd.,Telecommunication,ROUTE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543228.png
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543066.png
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540719.png
SJVN Ltd.,Power,SJVN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533206.png
SKF India Ltd.,Capital Goods,SKFINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500472.png
SRF Ltd.,Chemicals,SRF.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK503806.png
Safari Industries (India) Ltd.,Consumer Durables,SAFARI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523025.png
Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517334.png
Sanofi India Ltd.,Healthcare,SANOFI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500674.png
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543397.png
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532163.png
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK505790.png
Sharda Cropchem Ltd.,Chemicals,SHARDACROP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK538666.png
Sheela Foam Ltd.,Consumer Durables,SFL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540203.png
Shoppers Stop Ltd.,Consumer Services,SHOPERSTOP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532638.png
Shree Cement Ltd.,Construction Materials,SHREECEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500387.png
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532670.png
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK511218.png
Shyam Metalics and Energy Ltd.,Metals & Mining,SHYAMMETL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543299.png
Siemens Ltd.,Capital Goods,SIEMENS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500550.png
Sobha Ltd.,Realty,SOBHA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532784.png
Solar Industries India Ltd.,Chemicals,SOLARINDS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532725.png
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543300.png
Sonata Software Ltd.,Information Technology,SONATSOFTW.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532221.png
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543412.png
State Bank of India,Financial Services,SBIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500112.png
Steel Authority of India Ltd.,Metals & Mining,SAIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500113.png
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542760.png
Sterlite Technologies Ltd.,Telecommunication,STLTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532374.png
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542920.png
Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532872.png
