Company Name,Industry,Symbol,logo,FNO
Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500696.png,True
Hindustan Zinc Ltd.,Metals & Mining,HINDZINC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500188.png,False
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543187.png,False
Home First Finance Company India Ltd.,Financial Services,HOMEFIRST.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543259.png,False
Honeywell Automation India Ltd.,Capital Goods,HONAUT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517174.png,False
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540530.png,False
ICICI Bank Ltd.,Financial Services,ICICIBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532174.png,True
ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540716.png,True
ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540133.png,True
ICICI Securities Ltd.,Financial Services,ISEC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541179.png,False
IDBI Bank Ltd.,Financial Services,IDBI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500116.png,False
IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539437.png,True
IDFC Ltd.,Financial Services,IDFC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539437.png,True
IIFL Finance Ltd.,Financial Services,IIFL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532636.png,False
IRB Infrastructure Developers Ltd.,Construction,IRB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532947.png,False
IRCON International Ltd.,Construction,IRCON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541956.png,False
ITC Ltd.,Fast Moving Consumer Goods,ITC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500875.png,True
ITI Ltd.,Telecommunication,ITI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523610.png,False
India Cements Ltd.,Construction Materials,INDIACEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530005.png,True
Indiabulls Housing Finance Ltd.,Financial Services,IBULHSGFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK535789.png,False
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542726.png,True
Indian Bank,Financial Services,INDIANB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532388.png,False
Indian Energy Exchange Ltd.,Financial Services,IEX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540750.png,True
Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500850.png,True
Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530965.png,True
Indian Overseas Bank,Financial Services,IOB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532388.png,False
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542830.png,True
Indian Railway Finance Corporation Ltd.,Financial Services,IRFC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543257.png,False
Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543258.png,False
Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532514.png,True
Indus Towers Ltd.,Telecommunication,INDUSTOWER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534816.png,True
IndusInd Bank Ltd.,Financial Services,INDUSINDBK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532187.png,True
Infibeam Avenues Ltd.,Financial Services,INFIBEAM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539807.png,False
Info Edge (India) Ltd.,Consumer Services,NAUKRI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532777.png,True
Infosys Ltd.,Information Technology,INFY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500209.png,True
Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500210.png,False
Intellect Design Arena Ltd.,Information Technology,INTELLECT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK538835.png,False
InterGlobe Aviation Ltd.,Services,INDIGO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539448.png,True
Ipca Laboratories Ltd.,Healthcare,IPCALAB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524494.png,True
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500770.png,False
J.K. Cement Ltd.,Construction Materials,JKCEMENT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK509496.png,True
JBM Auto Ltd.,Automobile and Auto Components,JBMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532605.png,False
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500380.png,False
JK Paper Ltd.,Forest Materials,JKPAPER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532162.png,False
JM Financial Ltd.,Financial Services,JMFINANCIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523405.png,False
JSW Energy Ltd.,Power,JSWENERGY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533148.png,False
JSW Steel Ltd.,Metals & Mining,JSWSTEEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500228.png,True
Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK520051.png,False
Jindal Saw Ltd.,Capital Goods,JINDALSAW.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500378.png,False
Jindal Stainless Ltd.,Metals & Mining,JSL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532508.png,False
Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532286.png,True
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533155.png,True
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543271.png,False
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530019.png,False
Justdial Ltd.,Consumer Services,JUSTDIAL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540005.png,False
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532926.png,False
K.P.R. Mill Ltd.,Textiles,KPRMILL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500038.png,False
KEI Industries Ltd.,Capital Goods,KEI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517569.png,False
KNR Constructions Ltd.,Construction,KNRCON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532942.png,False
KPIT Technologies Ltd.,Information Technology,KPITTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542651.png,False
KRBL Ltd.,Fast Moving Consumer Goods,KRBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530813.png,False
KSB Ltd.,Capital Goods,KSB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500249.png,False
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500233.png,False
Kalpataru Projects International Ltd.,Construction,KPIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK522287.png,False
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543278.png,False
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500165.png,False
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK590003.png,False
Kaynes Technology India Ltd.,Capital Goods,KAYNES.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543664.png,False
Kec International Ltd.,Capital Goods,KEC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532714.png,False
Kfin Technologies Ltd.,Financial Services,KFINTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543720.png,False
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500247.png,True
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543308.png,False
L&T Finance Holdings Ltd.,Financial Services,L&TFH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533519.png,True
L&T Technology Services Ltd.,Information Technology,LTTS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540115.png,True
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500253.png,True
LTIMindtree Ltd.,Information Technology,LTIM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540005.png,True
Lakshmi Machine Works Ltd.,Capital Goods,LAXMIMACH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500252.png,False
Larsen & Toubro Ltd.,Construction,LT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500510.png,True
Latent View Analytics Ltd.,Information Technology,LATENTVIEW.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543398.png,False
Laurus Labs Ltd.,Healthcare,LAURUSLABS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540222.png,True
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543277.png,False
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541233.png,False
Life Insurance Corporation of India,Financial Services,LICI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543526.png,False
Linde India Ltd.,Chemicals,LINDEINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523457.png,False
Lupin Ltd.,Healthcare,LUPIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500257.png,True
Lux Industries Ltd.,Textiles,LUXIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539542.png,False
MMTC Ltd.,Services,MMTC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK513377.png,False
MRF Ltd.,Automobile and Auto Components,MRF.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500290.png,True
MTAR Technologies Ltd.,Capital Goods,MTARTECH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543270.png,False
Macrotech Developers Ltd.,Realty,LODHA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543287.png,False
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539957.png,True
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500520.png,True
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500520.png,True
Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533088.png,False
Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532313.png,False
Manappuram Finance Ltd.,Financial Services,MANAPPURAM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531213.png,True
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500109.png,False
Mankind Pharma Ltd.,Healthcare,MANKIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543904.png,False
Marico Ltd.,Fast Moving Consumer Goods,MARICO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531642.png,True
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532500.png,True
Mastek Ltd.,Information Technology,MASTEK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523704.png,False
Max Financial Services Ltd.,Financial Services,MFSL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500271.png,True
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543220.png,False
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543237.png,False
Medplus Health Services Ltd.,Consumer Services,MEDPLUS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543427.png,False
Metro Brands Ltd.,Consumer Durables,METROBRAND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543426.png,False
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542650.png,True
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK538962.png,False
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543498.png,False
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532892.png,False
MphasiS Ltd.,Information Technology,MPHASIS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK526299.png,True
Multi Commodity Exchange of India Ltd.,Financial Services,MCX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534091.png,True
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533398.png,True
NATCO Pharma Ltd.,Healthcare,NATCOPHARM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524816.png,False
NBCC (India) Ltd.,Construction,NBCC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534309.png,False
NCC Ltd.,Construction,NCC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500294.png,False
NHPC Ltd.,Power,NHPC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533098.png,False
NLC India Ltd.,Power,NLCINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK513683.png,False
NMDC Ltd.,Metals & Mining,NMDC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK526371.png,True
NMDC Steel Ltd.,Metals & Mining,NSLNISP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543768.png,False
NTPC Ltd.,Power,NTPC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532555.png,True
Narayana Hrudayalaya Ltd.,Healthcare,NH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539551.png,False
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532234.png,True
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532504.png,True
Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543280.png,False
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500790.png,True
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532798.png,False
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540767.png,False
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543334.png,False
Oberoi Realty Ltd.,Realty,OBEROIRLTY.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533273.png,True
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530965.png,True
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530965.png,False
Olectra Greentech Ltd.,Automobile and Auto Components,OLECTRA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532439.png,False
One 97 Communications Ltd.,Financial Services,PAYTM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543396.png,False
Oracle Financial Services Software Ltd.,Information Technology,OFSS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532466.png,True
Orient Electric Ltd.,Consumer Durables,ORIENTELEC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541301.png,False
PB Fintech Ltd.,Financial Services,POLICYBZR.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543390.png,False
PCBL Ltd.,Chemicals,PCBL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK506590.png,False
PI Industries Ltd.,Chemicals,PIIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500331.png,True
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540173.png,False
PNC Infratech Ltd.,Construction,PNCINFRA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539150.png,False
PVR INOX Ltd.,Media Entertainment & Publication,PVRINOX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532689.png,True
Page Industries Ltd.,Textiles,PAGEIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532827.png,True
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500368.png,False
Persistent Systems Ltd.,Information Technology,PERSISTENT.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533179.png,True
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532522.png,True
Pfizer Ltd.,Healthcare,PFIZER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500680.png,False
Phoenix Mills Ltd.,Realty,PHOENIXLTD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK503100.png,False
Pidilite Industries Ltd.,Chemicals,PIDILITIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500331.png,True
Piramal Enterprises Ltd.,Financial Services,PEL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500302.png,True
Piramal Pharma Ltd.,Healthcare,PPLPHARMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543635.png,False
Poly Medicure Ltd.,Healthcare,POLYMED.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531768.png,False
Polycab India Ltd.,Capital Goods,POLYCAB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542652.png,True
Polyplex Corporation Ltd.,Capital Goods,POLYPLEX.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524051.png,False
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524000.png,False
Power Finance Corporation Ltd.,Financial Services,PFC.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532810.png,True
Power Grid Corporation of India Ltd.,Power,POWERGRID.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532898.png,True
Praj Industries Ltd.,Capital Goods,PRAJIND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK522205.png,False
Prestige Estates Projects Ltd.,Realty,PRESTIGE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533274.png,False
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542907.png,False
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500338.png,False
Procter & Gamble Health Ltd.,Healthcare,PGHL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500459.png,False
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500459.png,False
Punjab National Bank,Financial Services,PNB.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532461.png,True
Quess Corp Ltd.,Services,QUESS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK539978.png,False
RBL Bank Ltd.,Financial Services,RBLBANK.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540065.png,True
REC Ltd.,Financial Services,RECLTD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532955.png,True
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534076.png,False
RITES Ltd.,Construction,RITES.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK541556.png,False
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532497.png,False
Rail Vikas Nigam Ltd.,Construction,RVNL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK542649.png,False
Rain Industries Ltd,Chemicals,RAIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500339.png,False
Rainbow Childrens Medicare Ltd.,Healthcare,RAINBOW.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543524.png,False
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK531500.png,False
Rallis India Ltd.,Chemicals,RALLIS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500355.png,False
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK524230.png,False
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK520111.png,False
RattanIndia Enterprises Ltd.,Services,RTNINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK534597.png,False
Raymond Ltd.,Textiles,RAYMOND.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500330.png,False
Redington Ltd.,Services,REDINGTON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532805.png,False
Relaxo Footwears Ltd.,Consumer Durables,RELAXO.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK530517.png,False
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500325.png,True
Restaurant Brands Asia Ltd.,Consumer Services,RBA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543248.png,False
Rossari Biotech Ltd.,Chemicals,ROSSARI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543213.png,False
Route Mobile Ltd.,Telecommunication,ROUTE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543228.png,False
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543066.png,True
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540719.png,True
SJVN Ltd.,Power,SJVN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK533206.png,False
SKF India Ltd.,Capital Goods,SKFINDIA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500472.png,False
SRF Ltd.,Chemicals,SRF.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK503806.png,True
Safari Industries (India) Ltd.,Consumer Durables,SAFARI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK523025.png,False
Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK517334.png,True
Sanofi India Ltd.,Healthcare,SANOFI.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500674.png,False
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543397.png,False
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532163.png,False
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK505790.png,False
Sharda Cropchem Ltd.,Chemicals,SHARDACROP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK538666.png,False
Sheela Foam Ltd.,Consumer Durables,SFL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK540203.png,False
Shoppers Stop Ltd.,Consumer Services,SHOPERSTOP.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532638.png,False
Shree Cement Ltd.,Construction Materials,SHREECEM.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500387.png,True
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532670.png,False
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK511218.png,True
Shyam Metalics and Energy Ltd.,Metals & Mining,SHYAMMETL.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543299.png,False
Siemens Ltd.,Capital Goods,SIEMENS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500550.png,True
Sobha Ltd.,Realty,SOBHA.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532784.png,False
Solar Industries India Ltd.,Chemicals,SOLARINDS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532725.png,False
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543300.png,False
Sonata Software Ltd.,Information Technology,SONATSOFTW.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK532221.png,False
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK543412.png,False
State Bank of India,Financial Services,SBIN.NS,https://assets-netstorage.groww.in/stock-assets/logos/GSTK500112.png,True
